"Year","Measure","value.Q","value.HEC","diff","mean","pdiff"
1979,"Q001-pp",0.26530612244898,0.2449,0.02040612244898,0.25510306122449,0.0799916800332815
1979,"Q003-avg",3.92,3.92,0,3.92,0
1979,"Q003-pp",0.244897959183673,0.2245,0.020397959183673,0.234698979591836,0.0869111541053436
1979,"Q007-avg",3.941,3.941,0,3.941,0
1979,"Q007-pp",0.183673469387755,0.1429,0.040773469387755,0.163286734693877,0.249704726254679
1979,"Q015-avg",3.985,3.985,0,3.985,0
1979,"Q015-pp",0.142857142857143,0.1224,0.020457142857143,0.132628571428571,0.154243860404999
1979,"Q030-avg",4.255,4.255,0,4.255,0
1979,"Q030-pp",0.183673469387755,0.1429,0.040773469387755,0.163286734693877,0.249704726254679
1979,"Q060-avg",6.705,4.5,2.205,5.6025,0.393574297188755
1979,"Q060-pp",0.897959183673469,0.1429,0.755059183673469,0.520429591836735,1.45083829881515
1979,"Q090-avg",12.369,4.94,7.429,8.6545,0.858397365532382
1979,"Q090-pp",0.979591836734694,0.1224,0.857191836734694,0.550995918367347,1.55571358727055
1980,"Q001-avg",4.42,4.42,0,4.42,0
1980,"Q001-pp",0.551020408163265,0.449,0.102020408163265,0.500010204081633,0.204036652313218
1980,"Q003-avg",4.43,4.43,0,4.43,0
1980,"Q003-pp",0.428571428571429,0.3878,0.040771428571429,0.408185714285714,0.0998845063521515
1980,"Q007-avg",4.897,4.897,0,4.897,0
1980,"Q007-pp",0.591836734693878,0.4898,0.102036734693878,0.540818367346939,0.188670986147223
1980,"Q015-avg",5.015,5.015,0,5.015,0
1980,"Q015-pp",0.551020408163265,0.449,0.102020408163265,0.500010204081633,0.204036652313218
1980,"Q030-avg",5.298,5.298,0,5.298,0
1980,"Q030-pp",0.612244897959184,0.5102,0.102044897959184,0.561222448979592,0.181826115731331
1980,"Q060-avg",7.029,6.987,0.0419999999999998,7.008,0.00599315068493148
1980,"Q060-pp",0.918367346938776,0.7551,0.163267346938776,0.836733673469388,0.195124628200766
1980,"Q090-avg",7.704,7.704,0,7.704,0
1980,"Q090-pp",0.836734693877551,0.7551,0.0816346938775508,0.795917346938775,0.102566798162562
1981,"Q001-avg",4.66,4.66,0,4.66,0
1981,"Q001-pp",0.653061224489796,0.551,0.102061224489796,0.602030612244898,0.169528297089781
1981,"Q003-avg",4.833,4.833,0,4.833,0
1981,"Q003-pp",0.673469387755102,0.551,0.122469387755102,0.612234693877551,0.200036667277788
1981,"Q007-avg",4.931,4.931,0,4.931,0
1981,"Q007-pp",0.63265306122449,0.5102,0.12245306122449,0.571426530612245,0.214293622477224
1981,"Q015-avg",5.071,5.071,0,5.071,0
1981,"Q015-pp",0.63265306122449,0.5102,0.12245306122449,0.571426530612245,0.214293622477224
1981,"Q030-avg",5.529,5.529,0,5.529,0
1981,"Q030-pp",0.795918367346939,0.6735,0.122418367346939,0.734709183673469,0.166621528718152
1981,"Q060-avg",6.588,6.589,-0.00100000000000033,6.5885,0.000151779615997622
1981,"Q060-pp",0.877551020408163,0.7143,0.163251020408163,0.795925510204082,0.205108415693705
1981,"Q090-avg",8.163,9.173,-1.01,8.668,0.116520535302261
1981,"Q090-pp",0.918367346938776,0.8163,0.102067346938776,0.867333673469388,0.117679446862129
1982,"Q001-avg",5.32,5.32,0,5.32,0
1982,"Q001-pp",0.877551020408163,0.7755,0.102051020408163,0.826525510204081,0.123469897962333
1982,"Q003-avg",5.36,5.36,0,5.36,0
1982,"Q003-pp",0.877551020408163,0.7755,0.102051020408163,0.826525510204081,0.123469897962333
1982,"Q007-avg",5.381,5.381,0,5.381,0
1982,"Q007-pp",0.816326530612245,0.7143,0.102026530612245,0.765313265306123,0.133313422408058
1982,"Q015-avg",5.459,5.459,0,5.459,0
1982,"Q015-pp",0.816326530612245,0.6939,0.122426530612245,0.755113265306123,0.162130022391559
1982,"Q030-avg",5.519,5.519,0,5.519,0
1982,"Q030-pp",0.755102040816326,0.6327,0.122402040816326,0.693901020408163,0.176396974808204
1982,"Q060-avg",5.771,5.771,0,5.771,0
1982,"Q060-pp",0.653061224489796,0.5714,0.081661224489796,0.612230612244898,0.13338311227262
1982,"Q090-avg",7.208,6.614,0.594,6.911,0.085949934886413
1982,"Q090-pp",0.816326530612245,0.5918,0.224526530612245,0.704063265306123,0.318901072781609
1983,"Q001-avg",5.71,5.71,0,5.71,0
1983,"Q001-pp",0.938775510204082,0.8571,0.081675510204082,0.897937755102041,0.0909589887940512
1983,"Q003-avg",5.747,5.747,0,5.747,0
1983,"Q003-pp",0.938775510204082,0.8367,0.102075510204082,0.887737755102041,0.114983856006382
1983,"Q007-avg",5.857,5.857,0,5.857,0
1983,"Q007-pp",0.938775510204082,0.8367,0.102075510204082,0.887737755102041,0.114983856006382
1983,"Q015-avg",5.894,5.894,0,5.894,0
1983,"Q015-pp",0.918367346938776,0.8163,0.102067346938776,0.867333673469388,0.117679446862129
1983,"Q030-avg",6.159,6.393,-0.234,6.276,0.0372848948374761
1983,"Q030-pp",0.918367346938776,0.8367,0.081667346938776,0.877533673469388,0.0930646303473446
1983,"Q060-avg",5.883,8.949,-3.066,7.416,0.413430420711974
1983,"Q060-pp",0.775510204081633,0.8776,-0.102089795918367,0.826555102040817,0.123512389756353
1983,"Q090-avg",6.614,9.356,-2.742,7.985,0.343393863494051
1983,"Q090-pp",0.693877551020408,0.8367,-0.142822448979592,0.765288775510204,0.186625563512773
1984,"Q001-avg",4.12,4.12,0,4.12,0
1984,"Q001-pp",0.387755102040816,0.3265,0.061255102040816,0.357127551020408,0.171521636641569
1984,"Q003-avg",4.42,4.42,0,4.42,0
1984,"Q003-pp",0.408163265306122,0.3673,0.0408632653061221,0.387731632653061,0.105390589430412
1984,"Q007-avg",5.021,5.021,0,5.021,0
1984,"Q007-pp",0.693877551020408,0.551,0.142877551020408,0.622438775510204,0.22954474663519
1984,"Q015-avg",5.107,5.107,0,5.107,0
1984,"Q015-pp",0.673469387755102,0.551,0.122469387755102,0.612234693877551,0.200036667277788
1984,"Q030-avg",5.262,5.262,0,5.262,0
1984,"Q030-pp",0.571428571428571,0.4694,0.102028571428571,0.520414285714285,0.19605259545966
1984,"Q060-avg",5.556,5.556,0,5.556,0
1984,"Q060-pp",0.591836734693878,0.5102,0.081636734693878,0.551018367346939,0.148156104281868
1984,"Q090-avg",7.716,7.716,0,7.716,0
1984,"Q090-pp",0.857142857142857,0.7755,0.081642857142857,0.816321428571428,0.100013125082032
1985,"Q001-avg",3.36,3.36,0,3.36,0
